#############################################
# term	total document / document frequency #
#############################################
黄金	25.048951049
黄牌	226.708860759
黄山	252.253521127
黄山市	688.846153846
幌	44.0049140049
晃	38.9347826087
恢	26.8113772455
挥	19.9888392857
灰	24.0725806452
回	9.02721774194
回答	21.8148599269
回落	170.571428571
回忆	44.1133004926
会计	56.8571428571
会计师	97.3369565217
会考	663.333333333
会议	13.9052795031
会议室	119.4
惠普	245.342465753
惠特曼	716.4
汇率	137.769230769
婚礼	157.105263158
婚俗	416.511627907
活动	7.02077616621
活塞	223.875
活性	271.363636364
伙伴	38.7662337662
火车	86.5217391304
火车站	114.076433121
火箭	111.242236025
火控	459.230769231
火力	90.0
火炮	151.779661017
获得	6.34206798867
获利	104.736842105
获胜	86.5217391304
货币	79.9553571429
击败	50.1680672269
击落	259.565217391
基础	7.57934828608
基地	22.556675063
基金	45.3417721519
基数	186.5625
基站	526.764705882
基准	190.531914894
机	17.8208955224
机场	30.6678082192
机动	62.4041811847
机动性	275.538461538
机队	447.75
机构	7.69329896907
机会	7.21886336155
机能	232.597402597
机票	104.736842105
机身	259.565217391
机体	118.609271523
机械化	213.214285714
机型	141.023622047
机翼	337.924528302
机载	271.363636364
机种	447.75
激素	126.126760563
积分	143.28
积分榜	192.580645161
积累	33.4141791045
绩效	173.883495146
肌肤	208.255813953
肌肉	73.7037037037
迹象	59.3046357616
即时	148.016528926
即位	497.5
及格	267.313432836
及时	17.5244618395
急性	139.921875
疾病	22.303860523
级	14.8016528926
级差	221.111111111
集成	98.9502762431
集散	597.0
集团	13.2470414201
集训	173.883495146
集训队	559.6875
剂	60.1006711409
剂量	184.639175258
剂型	484.054054054
季	40.067114094
季报	275.538461538
季度	28.1161695447
技能	35.2559055118
技巧	41.5545243619
技术	5.50907413104
祭祀	263.382352941
纪录	67.5849056604
纪念品	275.538461538
继续	7.14114832536
计费	542.727272727
计划	6.43781452193
计算机	24.5342465753
记名	526.764705882
记忆	48.2749326146
记载	35.748502994
记者	3.93886078733
加班	98.4065934066
加班费	597.0
加强	12.4808362369
加试	436.829268293
加速	40.067114094
加薪	167.38317757
加油机	407.045454545
加重	77.8695652174
家	3.79288437103
家长	31.9251336898
家电	127.928571429
家家	298.5
假日	111.9375
假想敌	511.714285714
甲	30.8793103448
甲状腺	303.559322034
钾	303.559322034
价	22.1384425216
价格	9.82446516731
架	22.5851197982
架构	132.666666667
驾车	170.571428571
驾驶	90.0
兼容	179.1
兼职	139.921875
歼击机	331.666666667
监事	170.571428571
监事会	196.813186813
监视	95.2659574468
间谍	190.531914894
鞯	49.0684931507
减肥	144.435483871
减轻	54.4376899696
减少	13.6926605505
减退	208.255813953
检	82.1559633028
检测	63.5106382979
检查	19.1755888651
碱	259.565217391
碱性	373.125
简	110.555555556
简称	40.1569506726
简历	52.8318584071
简章	319.821428571
件	11.1173184358
健康	11.6223231668
剑	32.3285198556
建	22.0566502463
建成	49.8885793872
建军	542.727272727
建造	58.338762215
建筑	29.3126022913
舰	66.3333333333
舰船	263.382352941
舰队	81.0407239819
舰艇	96.2903225806
舰载	248.75
舰只	497.5
见到	40.2471910112
将军	63.5106382979
将领	131.691176471
奖杯	182.755102041
奖学金	109.207317073
桨	86.5217391304
蒋介石	168.962264151
蒋燕皎	559.6875
讲	11.8295904888
降低	15.6830122592
降级	194.673913043
降价	117.058823529
降压	497.5
交锋	145.609756098
交付	99.5
交会	223.875
交流	17.4561403509
交手	298.5
交通	19.1141942369
交投	497.5
交易	22.6136363636
交易会	188.526315789
交易日	76.8669527897
交易所	64.8913043478
教材	60.5067567568
教练	42.0422535211
教练机	373.125
教练员	381.063829787
教师	32.2122302158
教室	131.691176471
教授	20.0111731844
教堂	102.931034483
教学	32.5045372051
教育	8.88833746898
教育部	45.4568527919
教育局	331.666666667
教育社	746.25
角球	271.363636364
较量	82.534562212
接待	42.3404255319
接口	201.235955056
接入	242.027027027
皆	33.9204545455
街	27.4272588055
街道	106.607142857
阶层	101.186440678
阶级	182.755102041
截止	61.5463917526
结肠	617.586206897
结合	14.6443172527
结石	542.727272727
结束	9.60321715818
结算	90.0
节	25.3323903819
节后	179.1
节庆	194.673913043
节日	63.5106382979
解毒	407.045454545
解放	84.4811320755
解放军	58.7213114754
解题	173.883495146
介入	57.7741935484
介绍	7.00430191631
界	25.1192145863
界面	319.821428571
今	28.2938388626
今年	5.03797468354
今日	31.2565445026
金额	40.3378378378
金价	688.846153846
金牌	172.211538462
金融	29.8998330551
紧急	47.380952381
谨慎	53.3035714286
锦标赛	252.253521127
晋级	134.661654135
晋升	117.058823529
浸泡	226.708860759
禁区	113.35443038
近程	577.741935484
近代	127.021276596
近海	459.230769231
近期	21.8681318681
进	7.07066719305
进攻	31.6991150442
进行	2.63925729443
进球	57.7741935484
进食	159.910714286
精度	182.755102041
精确	70.790513834
精神	10.0
精通	184.639175258
精子	511.714285714
经费	49.8885793872
经济	6.64317507418
经济学	116.298701299
经纪人	194.673913043
经理	20.7052023121
经历	12.9034582133
经验	9.88410596026
经营	14.0360501567
景	68.8846153846
景点	37.0041322314
景观	84.8815165877
景区	61.7586206897
景色	184.639175258
警戒	238.8
净	48.0160857909
净利润	69.6887159533
净值	389.347826087
净资产	180.909090909
劲射	497.5
敬业	238.8
竞技	161.351351351
竞争	10.7374100719
竞争力	41.0779816514
静脉	248.75
九日	201.235955056
九寨沟	688.846153846
酒店	40.7045454545
酒精	208.255813953
就读	133.656716418
就业	23.6591809775
就业率	226.708860759
就医	175.588235294
就诊	161.351351351
就职	275.538461538
旧	26.5333333333
旧址	484.054054054
俱乐部	32.8623853211
居民	34.4423076923
居住	59.1089108911
局部	63.9642857143
局长	41.7482517483
局势	87.7941176471
举办	26.5333333333
举行	10.7761732852
具体	10.5105633803
具有	6.44940583363
句	12.8941684665
句式	542.727272727
句型	511.714285714
句子	153.076923077
巨头	75.2521008403
聚居	298.5
卷	53.4626865672
锩	118.609271523
决定	7.52204955901
决赛	35.1866404715
决算	351.176470588
决议	74.0082644628
觉得	8.99096385542
军	16.6604651163
军备	275.538461538
军兵种	325.636363636
军队	26.5333333333
军阀	288.870967742
军方	45.572519084
军费	210.705882353
军官	82.1559633028
军火	314.210526316
军舰	146.803278689
军力	203.522727273
军情	426.428571429
军区	77.5324675325
军人	64.6570397112
军事	15.2815699659
军事基地	303.559322034
军售	688.846153846
军训	259.565217391
军营	331.666666667
军用	110.555555556
军种	271.363636364
君	100.055865922
菌	127.928571429
卡洛斯	407.045454545
开	6.50563022158
开场	157.105263158
开发	12.5860857344
开放	20.5154639175
开行	778.695652174
开局	159.910714286
开幕	119.4
开盘	186.5625
开普敦	942.631578947
开赛	337.924528302
开通	57.2204472843
开闸	351.176470588
刊	146.803278689
刊登	63.7366548043
看病	135.681818182
看到	7.23052079128
看看	21.0458284371
看台	192.580645161
看重	73.1020408163
康复	177.326732673
康佳	559.6875
康师傅	526.764705882
抗	33.3519553073
抗癌	398.0
抗生素	279.84375
抗战	180.909090909
烤	79.2477876106
考	17.4052478134
考查	143.28
考场	109.207317073
考点	192.580645161
考分	365.510204082
考古	199.0
考官	223.875
考核	43.4708737864
考上	117.058823529
考生	21.170212766
考试	15.2555366269
考试题	398.0
考题	213.214285714
考研	184.639175258
科	21.5523465704
科比	358.2
科技	12.6393789697
科目	58.9144736842
科室	263.382352941
科索沃	459.230769231
科学	14.1469194313
客	34.6421663443
客场	54.4376899696
客队	235.657894737
客房	248.75
客观	24.9442896936
客户	20.0559910414
客流	252.253521127
客流量	436.829268293
客票	995.0
客人	58.7213114754
客源	177.326732673
客运	159.910714286
课	34.0494296578
课本	128.848920863
课程	32.3869801085
课目	229.615384615
课堂	101.761363636
课外	308.793103448
孔孟飞英	559.6875
恐	46.1597938144
恐怖	71.3545816733
恐怖主义	314.210526316
控股	50.593220339
空	20.4685714286
空对空	688.846153846
空降	267.313432836
空军	25.8069164265
空空导弹	471.315789474
空投	471.315789474
空域	271.363636364
空战	255.857142857
空中	33.9848197343
口	15.0884582982
口服	226.708860759
口腔	153.076923077
口试	484.054054054
口语	190.531914894
扣篮	617.586206897
哭	69.4186046512
库	21.2960760999
跨国公司	122.671232877
快攻	559.6875
快乐	36.7008196721
宽带	141.023622047
款	28.0281690141
懭	245.342465753
矿物质	263.382352941
亏损	73.1020408163
溃疡	288.870967742
昆明	127.928571429
捆绑	271.363636364
困惑	84.8815165877
扩展	76.8669527897
扩展性	1377.69230769
拉姆斯菲尔德	398.0
楋	90.4545454545
来说	7.27457351747
来源	10.3946604759
涞	62.1875
拦	38.2692307692
拦截	116.298701299
篮板	188.526315789
篮球	126.126760563
蓝军	398.0
蓝领	526.764705882
缆车	746.25
浪漫	73.1020408163
劳动	32.5045372051
劳动法	542.727272727
老百姓	51.1714285714
老板	24.6694214876
老将	157.105263158
老沈	1053.52941176
老师	17.5073313783
老总	123.517241379
乐	34.98046875
乐园	165.833333333
了解	5.53803339518
雷达	59.1089108911
雷吉纳	325.636363636
雷斯	238.8
泪	151.779661017
类	7.97062750334
累	41.6511627907
累计	66.828358209
冷战	131.691176471
离队	497.5
离开	19.4885745375
离职	134.661654135
李建波	814.090909091
李杰	351.176470588
李金羽	325.636363636
李娜	459.230769231
李岩	407.045454545
李永波	196.813186813
理	26.6121842496
理财	100.617977528
理解	15.5874673629
理科	133.656716418
理想	19.7246696035
礼	83.691588785
礼貌	186.5625
里	3.97646536412
里昂	308.793103448
丽江	325.636363636
丽人	344.423076923
利害	28.656
利好	157.105263158
利率	105.976331361
利润	21.1452184179
利物浦	238.8
力帆	248.75
力克	325.636363636
力量	14.1693037975
历年	148.016528926
历史	7.87252747253
粒	60.1006711409
联	23.7218543046
联合	14.1023622047
联赛	26.8113772455
联通	119.4
联想	60.5067567568
连带	121.013513514
连接	62.1875
连续	14.328
练习	72.5101214575
量	12.829512894
两	2.26622801468
两栖	303.559322034
疗法	213.214285714
疗效	111.242236025
聊聊	101.761363636
辽宁队	232.597402597
列车	122.671232877
列强	319.821428571
猎	111.242236025
临床	45.572519084
临客	814.090909091
林丹	182.755102041
林乐丰	526.764705882
淋巴	337.924528302
淋巴结	526.764705882
领导	12.6126760563
领导人	65.8455882353
领队	210.705882353
领空	381.063829787
领取	128.848920863
领先	26.1459854015
领袖	77.1982758621
领域	13.0825420015
令	8.91044776119
刘翔	298.5
流程	70.2352941176
流行病	298.5
流量	139.921875
流通	46.3989637306
浏览器	426.428571429
留	18.932346723
留下	22.4155193992
留住	232.597402597
瘤	192.580645161
龙头	86.5217391304
垄断	62.8421052632
拢	37.9449152542
露天	238.8
鲁能	141.023622047
鲁尼	559.6875
鲁迅	158.495575221
录取	37.5471698113
录用	111.9375
路透	208.255813953
路透社	177.326732673
陆地	180.909090909
陆海空	344.423076923
陆军	54.2727272727
陆上	232.597402597
陆战	617.586206897
陆战队	133.656716418
卵巢	259.565217391
乱	21.3468414779
轮	11.7519685039
论坛	14.2368839428
罗马	105.352941176
洛克希德	267.313432836
落后	30.4074702886
旅	25.2253521127
旅程	226.708860759
旅店	511.714285714
旅馆	117.828947368
旅行	57.0382165605
旅行社	40.4288939052
旅行团	407.045454545
旅行者	358.2
旅客	64.4244604317
旅游	11.1797752809
旅游部	597.0
旅游局	52.6764705882
旅游区	331.666666667
旅游团	232.597402597
旅游线	1194.0
旅游业	73.4016393443
旅游者	127.021276596
码头	123.517241379
马德里	293.606557377
骂	71.9277108434
买入	459.230769231
脉	136.717557252
迈阿密	381.063829787
满分	288.870967742
满意	25.5857142857
慢性	104.127906977
慢性病	497.5
曼	96.2903225806
曼谷	484.054054054
曼联	436.829268293
漫游	293.606557377
忙	34.6421663443
毛	45.2272727273
毛剑卿	663.333333333
毛巾	223.875
毛利率	226.708860759
毛泽东	82.9166666667
茅台	484.054054054
媒体	9.12379011717
枚	38.2692307692
梅西纳	389.347826087
煤炭	210.705882353
霉菌	447.75
每个	11.8452380952
每股	63.5106382979
每天	11.7365661861
每月	42.8468899522
美	8.06393516434
美方	154.396551724
美分	248.75
美国	5.42562859739
美景	218.414634146
美军	35.6772908367
美丽	33.1666666667
美联储	331.666666667
美容	113.35443038
美食	132.666666667
美术	119.4
美术馆	351.176470588
美元	11.0966542751
门户	105.976331361
门槛	72.2177419355
门将	142.142857143
门票	77.1982758621
门诊	127.021276596
门柱	542.727272727
盟国	303.559322034
糜	45.3417721519
糜尉	814.090909091
迷人	144.435483871
米	11.644993498
米德尔斯堡	577.741935484
米格	245.342465753
米兰	134.661654135
秘书	68.358778626
免费	22.3316708229
免试	459.230769231
免疫	126.126760563
免疫力	201.235955056
面板	484.054054054
面部	142.142857143
面对	10.1588201929
面积	33.6022514071
面试	35.9638554217
面谈	252.253521127
描写	124.375
瞄准	93.28125
灭	114.807692308
民办	298.5
民法	407.045454545
民国	221.111111111
民航	105.976331361
民间	44.4416873449
民进	511.714285714
民居	407.045454545
民俗	133.656716418
民营	101.186440678
民用	158.495575221
民众	59.3046357616
民主	58.9144736842
民族	22.3316708229
民族主义	229.615384615
名	4.24810246679
名额	114.807692308
名将	184.639175258
名牌	72.2177419355
名胜	459.230769231
名胜区	484.054054054
名师	373.125
名校	146.803278689
明白	24.6016483516
命	48.1451612903
命令	53.7837837838
命题	85.6937799043
命运	41.3625866051
命中率	213.214285714
摩根斯坦利	447.75
摩托罗拉	248.75
摹	19.4462540717
模	26.8515742129
模拟	39.5364238411
模式	17.8031809145
膜	103.526011561
莫跃明	942.631578947
銆	1.12429378531
谋	29.9498327759
某部	319.821428571
亩	32.0967741935
母	27.1775417299
母亲	41.8457943925
牡	28.8870967742
募集	186.5625
墓	25.3682719547
幕	21.3978494624
慕	35.8917835671
木	24.909596662
牧	45.0
目标	7.81754692274
目的地	81.7808219178
目前	3.40106342575
穆	62.6223776224
拿下	55.6211180124
娜	28.2938388626
纳什	337.924528302
纳斯达克	308.793103448
那天	58.338762215
氖	20.1916572717
耐受	447.75
南	15.2166525064
南半球	814.090909091
南部	78.8986784141
南非	155.739130435
南航	407.045454545
男	12.2587268994
男单	639.642857143
男篮	252.253521127
男朋友	208.255813953
男人	29.5544554455
男生	105.352941176
男双	663.333333333
男性	39.711751663
难	5.81871345029
难点	151.779661017
难度	38.9347826087
囊	22.9321382843
恼	36.3286004057
淖	28.1161695447
闹	19.5310796074
内参	98.9502762431
内存	344.423076923
内分泌	131.691176471
内核	398.0
内科	205.862068966
内容	6.20582120582
内线	337.924528302
能力	4.81192907039
能源	54.1087613293
拟	52.5219941349
年	2.20132743363
年报	146.803278689
年产	221.111111111
年代	15.7243195786
年度	21.4491017964
年级	83.3023255814
年龄	23.3203125
年轻人	39.2763157895
年薪	90.4545454545
黏膜	275.538461538
念头	111.242236025
酿制	663.333333333
尿	90.4545454545
凝	275.538461538
牛奶	120.201342282
牛市	149.25
扭亏	484.054054054
农家	153.076923077
农科	852.857142857
农历	331.666666667
农民	43.156626506
浓度	165.833333333
脓	526.764705882
弄	33.2282003711
努力	10.9407452657
诺基亚	223.875
女	13.9921875
女单	331.666666667
女队	210.705882353
女儿	47.2559366755
女孩	47.5066312997
女孩子	90.9137055838
女人	25.7697841727
女生	72.5101214575
女性	20.4452054795
呕吐	175.588235294
欧德宁	1628.18181818
欧元	62.6223776224
欧洲	16.8485418627
帕尔玛	484.054054054
帕尔马	663.333333333
帕克	381.063829787
拍	26.8918918919
排名	36.1088709677
排水量	373.125
牌	25.9941944848
牌照	221.111111111
派	17.0247148289
派遣	137.769230769
潘敏立	426.428571429
盘	22.3875
盘面	201.235955056
判罚	271.363636364
庖	42.0422535211
跑道	232.597402597
炮兵	151.779661017
培训	19.9
培养	16.7539756782
裴恩才	663.333333333
陪	63.9642857143
配备	66.0885608856
配方	407.045454545
配股	426.428571429
配售	484.054054054
喷泉	459.230769231
彭颖	221.111111111
朋友	12.7473309609
捧	41.267281106
捧杯	617.586206897
捧得	298.5
碰到	62.4041811847
批次	155.739130435
批量	153.076923077
批判	104.127906977
批评	38.6825053996
披露	31.0398613518
疲劳	60.7118644068
皮	51.1714285714
皮肤	46.3989637306
皮肤科	577.741935484
皮球	242.027027027
郫县	995.0
篇	25.9941944848
片	15.2946199829
漂流	344.423076923
票	34.8443579767
票价	132.666666667
拼抢	298.5
嫔	135.681818182
贫血	245.342465753
品尝	146.803278689
品德	221.111111111
品牌	20.7291666667
品种	40.520361991
屏幕	92.7979274611
平	16.0196779964
平板	248.75
平等	57.5884244373
平方公里	100.055865922
平局	221.111111111
平民	131.691176471
平台	21.3978494624
平遥	852.857142857
苹果	104.736842105
评估	34.7093023256
评级	173.883495146
破门	203.522727273
葡萄糖	426.428571429
普及	60.7118644068
普吉	942.631578947
普京	284.285714286
普通	13.6926605505
瀑布	303.559322034
妻	98.9502762431
妻子	50.0279329609
期货	221.111111111
期间	9.03177004539
旗	41.267281106
骑士	203.522727273
齐达内	497.5
企	73.7037037037
企业	6.29083245522
起飞	80.3139013453
起降	213.214285714
器官	93.7696335079
器械	188.526315789
弃权	155.739130435
气动	526.764705882
气候	73.4016393443
气息	95.7754010695
气象	134.661654135
千克	314.210526316
千五	235.657894737
牵	32.4456521739
签证	148.016528926
谦虚	203.522727273
前	2.9845025829
前次	426.428571429
前锋	72.5101214575
前列腺	298.5
前期	56.4984227129
前往	30.3045685279
潜艇	71.9277108434
钱	10.2342857143
堑	34.9122807018
纤维	133.656716418
纤维素	497.5
枪	40.3378378378
强势	48.4054054054
抢断	407.045454545
乔布斯	1628.18181818
侨	55.96875
撬	62.4041811847
切除	192.580645161
切尔西	288.870967742
切沃	511.714285714
妾	459.230769231
亲	31.3111888112
侵	42.6428571429
侵略	119.4
钦	26.1459854015
勤工助学	426.428571429
秦	148.016528926
清	17.204610951
清澈	351.176470588
清代	226.708860759
清华	111.242236025
清洁	83.691588785
清晰度	497.5
清洗	141.023622047
清朝	205.862068966
轻取	497.5
轻型	138.837209302
青	44.552238806
青城	1053.52941176
青睐	61.7586206897
情	14.2255758539
情报	53.622754491
情况	3.85078477747
请	9.59292983396
庆功	416.511627907
庆祝	66.5799256506
琼斯	358.2
穷	75.2521008403
求职	44.1133004926
求职者	86.5217391304
球	19.1141942369
球场	87.3658536585
球队	26.4549483013
球门	213.214285714
球迷	46.8848167539
球星	218.414634146
球衣	459.230769231
球员	28.656
区	11.8061964403
区间	242.027027027
祛	314.210526316
驱逐舰	150.504201681
取胜	97.3369565217
去除	288.870967742
去处	303.559322034
去年	7.81754692274
去世	108.545454545
全场	111.9375
全称	484.054054054
全队	155.739130435
全国	8.13351498638
全军	151.779661017
全球	11.7674113009
全球通	298.5
全日制	177.326732673
全身	67.0786516854
全体	31.3660245184
全天候	235.657894737
全校	298.5
全新	51.9130434783
权	17.5760549558
权力	42.7446300716
权威	32.0967741935
泉	188.526315789
券商	248.75
缺乏	15.5739130435
缺席	205.862068966
缺阵	577.741935484
却	3.87159533074
确诊	215.78313253
逡	101.761363636
群山	559.6875
热带	242.027027027
热点	34.0494296578
热火	426.428571429
热量	170.571428571
热门	52.3684210526
人	1.71109200344
人才	13.6197718631
人次	58.338762215
人际	135.681818182
人际关系	82.534562212
人类	26.7313432836
人力	28.7942122186
人们	7.97062750334
人民币	24.909596662
人生	26.9323308271
人事	57.0382165605
人事部	235.657894737
人事部门	426.428571429
人数	20.2831257078
人体	35.0489236791
人物	22.4717691343
人性	121.836734694
人员	5.83197655487
任天堂	814.090909091
任务	12.7292110874
任意球	242.027027027
妊娠	319.821428571
认购	186.5625
认真	21.1202830189
日	7.6050955414
日报	31.4762741652
日本	12.3262216105
日军	142.142857143
日立	995.0
日前	15.8635961027
日食	688.846153846
日语	150.504201681
容量	97.3369565217
容易	8.62301396245
溶	259.565217391
融合	60.1006711409
融资	66.828358209
儒家	245.342465753
乳	107.891566265
乳房	242.027027027
乳头	471.315789474
乳腺	365.510204082
乳腺癌	205.862068966
入境	151.779661017
入市	29.9498327759
入伍	303.559322034
入学	67.3308270677
软	24.5006839945
软和	526.764705882
软件	22.6136363636
赛	17.645320197
赛场	87.7941176471
赛程	248.75
赛后	64.6570397112
赛季	33.4141791045
赛前	101.761363636
赛事	83.3023255814
三分	86.1057692308
三军	381.063829787
三连冠	617.586206897
三十	63.2862190813
三星	115.548387097
三星电子	426.428571429
三亚	271.363636364
散客	288.870967742
瘙	484.054054054
色	35.1866404715
色素	331.666666667
森林	71.9277108434
杀	24.909596662
杀人	182.755102041
杀伤性	325.636363636
沙滩	194.673913043
傻	41.943793911
山	16.738317757
山顶	242.027027027
山脉	337.924528302
山区	177.326732673
山水	235.657894737
善于	53.9457831325
掞	33.476635514
膳食	288.870967742
伤	24.3673469388
伤病	170.571428571
伤害	39.449339207
伤愈	484.054054054
商	15.8075904678
商店	91.8461538462
商业	18.6757038582
商用	175.588235294
赏	93.28125
赏识	271.363636364
上班	42.0422535211
上班族	199.0
上半场	114.807692308
上半时	511.714285714
上场	111.9375
上调	133.656716418
上岗	203.522727273
上海	7.88292253521
上行	182.755102041
上届	284.285714286
上课	95.2659574468
上空	110.555555556
上升	18.6757038582
上市	19.2373791622
上述	18.5211995863
上司	64.8913043478
上网	51.3180515759
上下班	526.764705882
上扬	89.1044776119
上涨	29.8998330551
上证	245.342465753
上周	62.8421052632
少	6.28421052632
少将	186.5625
少数民族	145.609756098
哨	235.657894737
射	40.8904109589
射程	155.739130435
射击	114.076433121
射门	143.28
射手	201.235955056
摄	52.6764705882
摄取	267.313432836
摄入	155.739130435
社	39.1903719912
社会	5.87791270102
社交	128.848920863
设备	17.541625857
设计	11.5697674419
设施	25.048951049
设置	30.2023608769
深度	43.7897310513
深圳	28.2938388626
申购	436.829268293
申花	117.828947368
申能	381.063829787
身价	146.803278689
身体	14.7528830313
神	27.0953101362
神经	50.593220339
神州	182.755102041
审计	80.6756756757
审慎	221.111111111
审议	55.2777777778
甚	43.5766423358
肾	107.891566265
肾脏	248.75
升	21.6304347826
升班马	497.5
升高	105.976331361
升级	40.612244898
升空	226.708860759
升旗	407.045454545
升迁	245.342465753
升学	263.382352941
升学率	426.428571429
升值	119.4
声	21.7883211679
声明	21.170212766
生	11.0692212608
生产	10.8479709267
生产能力	182.755102041
生长	63.7366548043
生词	663.333333333
生活	5.6073888541
生理	59.5016611296
生命	20.2372881356
生前	201.235955056
生态	64.1935483871
生涯	37.6260504202
生意	47.8877005348
生育	132.666666667
生源	90.4545454545
生殖	203.522727273
省	11.7906517446
省级	91.3775510204
圣母	447.75
胜	19.2995689655
胜地	229.615384615
胜负	136.717557252
胜利	23.169469599
胜任	119.4
失调	153.076923077
失利	108.545454545
失眠	165.833333333
失误	53.622754491
失业	120.201342282
师	17.6279527559
师大	288.870967742
师范	331.666666667
师范大学	81.0407239819
师姐	511.714285714
师生	196.813186813
师资	167.38317757
湿地	459.230769231
诗	73.4016393443
诗人	138.837209302
十	9.82985729967
实德	158.495575221
实行	19.2580645161
实际	11.19375
实践	24.4005449591
实力	15.8495575221
实施	10.7567567568
实弹	381.063829787
实弹射击	559.6875
实习	69.6887159533
实验	46.5194805195
实业	132.666666667
实在	20.7052023121
实战	70.2352941176
时	2.36779481756
时代	14.328
时期	15.2555366269
石	50.4507042254
石化	137.769230769
石窟	852.857142857
食	34.3761996161
食疗	471.315789474
食品	29.1219512195
食物	40.067114094
食用	81.0407239819
食欲	221.111111111
使	3.96765618077
使命	74.9372384937
使用	6.46803900325
史	29.8003327787
史记	373.125
史料	215.78313253
始	67.8409090909
始发	746.25
始建	314.210526316
世	41.3625866051
世纪	12.8756290439
世界	5.6073888541
世界杯	68.8846153846
世锦赛	196.813186813
事	6.93379790941
事情	10.3645833333
事实	18.5595854922
事务所	78.5526315789
事项	43.156626506
事业	17.91
事宜	66.5799256506
势力	63.0633802817
士兵	62.1875
士官	271.363636364
市	10.504398827
市场	4.42331439862
市民	35.325443787
市内	192.580645161
市区	94.2631578947
市政厅	344.423076923
市值	164.311926606
市中心	125.244755245
是否	8.18930041152
示范点	778.695652174
视距	426.428571429
视频	73.1020408163
试飞	218.414634146
试卷	114.807692308
试射	213.214285714
试题	100.617977528
试验	33.2899628253
试用期	303.559322034
谥	52.8318584071
适当	26.0698689956
适合	17.2377285852
适量	170.571428571
收	16.9121813031
收费	29.5544554455
收购	40.9839816934
收看	303.559322034
收盘	186.5625
收盘价	389.347826087
收入	12.0120724346
收缩	144.435483871
收益	31.4210526316
收益率	226.708860759
守门员	436.829268293
手	10.5663716814
手工艺品	597.0
手机	21.9216646267
手术	47.2559366755
首长	226.708860759
首都	46.3989637306
首发	110.555555556
首府	337.924528302
首席	32.0393559928
受伤	52.5219941349
受体	426.428571429
受托	497.5
售	66.0885608856
售价	143.28
售票	351.176470588
授权	57.7741935484
狩猎	389.347826087
书	13.3956619297
疏松	471.315789474
纾	48.1451612903
蔬菜	72.2177419355
输	36.2550607287
输给	218.414634146
输液	426.428571429
熟人	199.0
恕	27.6388888889
数据	13.2962138085
数码	90.0
数学	58.1493506494
数字	20.033557047
术	69.6887159533
述	25.154494382
耍	23.3203125
衰竭	267.313432836
衰老	188.526315789
双打	226.708860759
水	11.2854442344
水分	172.211538462
水果	69.6887159533
水面	86.9417475728
水上	192.580645161
水下	203.522727273
水域	180.909090909
水肿	426.428571429
睡眠	79.2477876106
舜天	597.0
顺序	82.1559633028
说	2.1817517359
说话	36.9278350515
说明书	124.375
硕士	48.9344262295
司令	79.2477876106
司令部	67.3308270677
思考	25.4765291607
思路	37.4686192469
思维	31.6431095406
思想	16.0340196956
斯	21.7090909091
斯大林	331.666666667
死	12.3602484472
死记硬背	497.5
死亡	37.9449152542
死亡率	275.538461538
似	42.8468899522
似乎	14.1134751773
嗣	46.8848167539
四季	248.75
四肢	242.027027027
寺	67.8409090909
松	49.6121883657
松下	358.2
宋	39.9776785714
搜	16.222826087
搜狐	21.8681318681
搜索	14.2595541401
搜索引擎	238.8
艘	22.1933085502
苏	30.7731958763
苏联	54.4376899696
苏琳	40.067114094
苏宁	381.063829787
俗	46.1597938144
嗉	98.4065934066
素	54.4376899696
素质	19.6813186813
酸	64.4244604317
酸性	293.606557377
算	13.3656716418
遂	126.126760563
随便	64.6570397112
岁	8.52451213708
岁月	98.4065934066
孙淑艳	1628.18181818
孙中山	288.870967742
飧	53.7837837838
损害	47.6329787234
损伤	82.1559633028
所谓	13.3656716418
索尼	124.375
他山石	1377.69230769
塔斯社	617.586206897
踏实	141.023622047
胎儿	201.235955056
台	13.7452033768
台独	238.8
台式	271.363636364
台湾	23.1395348837
太	5.21245634459
太后	325.636363636
太空	142.142857143
太平洋	59.7
太子	344.423076923
态度	15.3733905579
泰达	325.636363636
泰国	114.807692308
泰山队	577.741935484
弹	65.8455882353
弹道	484.054054054
弹道导弹	111.9375
弹头	223.875
弹药	134.661654135
谈	12.2002724796
坦克	102.342857143
探测	125.244755245
探险	182.755102041
汤杯	208.255813953
汤姆斯杯	159.910714286
汤尤杯	389.347826087
糖	84.4811320755
糖尿病	116.298701299
饕	39.8
逃	39.9776785714
陶希	511.714285714
讨厌	153.076923077
套餐	151.779661017
特别	5.97
特产	426.428571429
特长	100.617977528
特长生	331.666666667
特此	81.0407239819
特色	23.2899869961
特约	80.3139013453
特种	172.211538462
特种部队	263.382352941
疼痛	82.1559633028
梯度	416.511627907
踢	88.6633663366
踢球	358.2
提案	137.769230769
提成	201.235955056
提高	6.25130890052
提供	4.9680998613
提示	37.7848101266
提醒	17.91
题	25.1898734177
题材	86.1057692308
题海战术	852.857142857
题目	53.1454005935
体	29.0275526742
体检	90.0
体内	54.9386503067
体能	131.691176471
体坛	196.813186813
体验	28.1161695447
体育	19.2995689655
体育场	113.35443038
体质	137.769230769
体重	101.761363636
替补	123.517241379
天	3.95015438906
天极	157.105263158
天津队	319.821428571
天下	45.2272727273
填报	71.3545816733
填空	416.511627907
