#############################################
# term	total document / document frequency #
#############################################
蛋清	1990.0
诞生地	1990.0
当初	45.0
当代	65.6043956044
当地	13.6301369863
当地人	205.862068966
当官	716.4
当归	1194.0
当局	69.1505791506
当量	895.5
当面	192.580645161
当年	20.4218928164
当前	25.154494382
当日	38.025477707
当时	9.27498705334
当天	36.6257668712
当心	398.0
当作	61.1262798635
党	38.3511777302
党籍	559.6875
党内	381.063829787
党团	1377.69230769
党委	103.526011561
党员	208.255813953
挡	62.4041811847
档	22.4155193992
档案	69.9609375
荡	136.717557252
荡漾	398.0
刀	43.8970588235
叨	120.201342282
倒	16.9763033175
倒霉	223.875
倒入	1119.375
倒数	303.559322034
倒贴	1194.0
导	32.3285198556
导报	252.253521127
导管	526.764705882
导航	161.351351351
导师	113.35443038
导数	2558.57142857
导弹	29.6523178808
导弹艇	3582.0
导向	97.3369565217
导演	119.4
导游	90.9137055838
导致	9.92793791574
岛	32.7422303473
岛内	203.522727273
岛屿	175.588235294
到达	38.8503253796
到访	1377.69230769
到期	142.142857143
到职	1628.18181818
盗版	173.883495146
盗汗	1628.18181818
稻米	1377.69230769
稻田	1194.0
道	10.6989247312
道道	459.230769231
道德	43.6829268293
道尔	1990.0
道家	1279.28571429
道教	471.315789474
道理	36.3286004057
道路	28.656
道歉	201.235955056
道琼斯	2238.75
道义	459.230769231
得病	1377.69230769
得不到	196.813186813
得到	6.30633802817
得分	51.9130434783
得分手	1279.28571429
得过且过	1377.69230769
得了	213.214285714
得力	447.75
得名	436.829268293
得手	293.606557377
得体	229.615384615
得心应手	416.511627907
得以	51.3180515759
得意	155.739130435
得益	190.531914894
得州	1791.0
得主	319.821428571
得罪	199.0
德	17.9819277108
德班	2985.0
德国	21.1202830189
德国队	1119.375
德黑兰	511.714285714
德甲	1053.52941176
德军	639.642857143
德门蒂耶娃	2985.0
德意志人	4477.5
德语	288.870967742
德育	814.090909091
德智体	389.347826087
德州	746.25
灯光	158.495575221
灯节	3582.0
登	37.3125
登场	210.705882353
登高	1791.0
登基	577.741935484
登机	459.230769231
登机口	4477.5
登机牌	1990.0
登记	45.0
登记表	511.714285714
登记证	2238.75
登录	52.2157434402
登陆	78.2096069869
登陆舰	746.25
登陆艇	1194.0
登陆战	1628.18181818
登山	267.313432836
等价物	1377.69230769
等离子	597.0
等效	1990.0
凳	67.5849056604
瞪	84.4811320755
邓	107.891566265
邓肯	325.636363636
邓里	1194.0
邓利维	2238.75
邓寿鹏	4477.5
邓小平	223.875
邓小平理论	814.090909091
低	6.99336196798
低点	1194.0
低估	132.666666667
低价	95.7754010695
低空	248.75
低迷	180.909090909
低年级	1377.69230769
低热	1990.0
低速	814.090909091
低头	194.673913043
低位	373.125
低下	162.818181818
低血糖	1492.5
低于	27.5538461538
氐	36.2550607287
滴虫	1990.0
滴丸	4477.5
嫡	165.833333333
敌	38.025477707
敌对	232.597402597
敌方	150.504201681
敌国	895.5
敌后	617.586206897
敌机	526.764705882
敌舰	1279.28571429
敌军	279.84375
敌情	426.428571429
敌人	50.308988764
敌我	526.764705882
狄	145.609756098
狄森	3582.0
笛子	4477.5
翟	153.076923077
翟赋明	3582.0
翟彦鹏	1628.18181818
迪	39.0196078431
迪奥	526.764705882
迪奥普	2985.0
迪福	1194.0
迪庆	2985.0
迪士尼	716.4
迪斯尼	288.870967742
底部	158.495575221
底盘	814.090909091
底特律	526.764705882
底线	132.666666667
底薪	426.428571429
底蕴	325.636363636
抵偿	1791.0
抵达	91.3775510204
抵抗	100.055865922
抵抗力	248.75
抵押	331.666666667
抵押金	3582.0
抵债	1194.0
邸	78.5526315789
地步	109.877300613
地产	123.517241379
地处	116.298701299
地道	259.565217391
地点	27.3853211009
地对地	1791.0
地对空	688.846153846
地方	7.97772828508
地黄	1377.69230769
地价	716.4
地空导弹	436.829268293
地块	1119.375
地理	56.4984227129
地面	40.4288939052
地勤	1791.0
地区	7.45628642798
地区性	895.5
地上	94.2631578947
地势	373.125
地铁	144.435483871
地铁站	617.586206897
地位	14.912572856
地下	80.3139013453
地形	120.201342282
地缘	331.666666667
地址	45.4568527919
地中海	288.870967742
帝	102.931034483
帝国	106.607142857
帝国主义	252.253521127
帝王	263.382352941
帝位	1279.28571429
帝制	995.0
弟	426.428571429
弟弟	172.211538462
棣	852.857142857
第10	106.607142857
第11	104.736842105
第116	1279.28571429
第12	293.606557377
第1	23.8164893617
第13	252.253521127
第14	471.315789474
第15	284.285714286
第16	511.714285714
第19	484.054054054
第20	303.559322034
第2	23.0205655527
第24	716.4
第26	497.5
第28	639.642857143
第3	29.2647058824
第34	617.586206897
第35	716.4
第37	337.924528302
第38	617.586206897
第40	577.741935484
第41	1053.52941176
第43	1377.69230769
第4	42.7446300716
第47	1791.0
第48	1377.69230769
第49	1377.69230769
第51	663.333333333
第5	50.593220339
第55	559.6875
第56	1628.18181818
第60	1194.0
第61	1377.69230769
第65	1791.0
第66	852.857142857
第67	688.846153846
第6	78.5526315789
第68	436.829268293
第69	1628.18181818
第7	101.761363636
第74	639.642857143
第76	1119.375
第80	1377.69230769
第81	1990.0
第8	123.517241379
第84	1377.69230769
第85	1053.52941176
第88	1377.69230769
第90	1279.28571429
第9	118.609271523
第91	1990.0
第八	78.2096069869
第二	5.21853146853
第二十	325.636363636
第二十八	778.695652174
第二十二	436.829268293
第二十九	895.5
第二十六	597.0
第二十七	852.857142857
第二十三	542.727272727
第二十四	436.829268293
第二十五	511.714285714
第二十一	288.870967742
第六	43.3656174334
第七	66.3333333333
第三	8.81831610044
第三十	778.695652174
第三十七	778.695652174
第三十一	1279.28571429
第十	99.5
第十八	271.363636364
第十二	242.027027027
第十九	351.176470588
第十六	279.84375
第十七	314.210526316
第十三	263.382352941
第十四	288.870967742
第十五	279.84375
第十一	157.105263158
第四	18.3692307692
第四十八	1791.0
第五	31.8683274021
第一	3.48104956268
第一八佰	4477.5
蒂	162.818181818
蒂姆	895.5
谛	92.7979274611
递	115.548387097
递给	284.285714286
巅峰	218.414634146
癫	232.597402597
癫痫	1628.18181818
典	229.615384615
典籍	688.846153846
典型	29.2169657423
典雅	407.045454545
点	5.17929438982
点拨	814.090909091
点播	716.4
点到为止	5970.0
点儿	168.962264151
点评	111.9375
点球	288.870967742
点头	255.857142857
点缀	325.636363636
点子	298.5
碘	351.176470588
碘缺乏病	1279.28571429
踮	5970.0
垫	180.909090909
垫底	778.695652174
店	38.7662337662
店面	436.829268293
店铺	194.673913043
殿	298.5
淀粉	511.714285714
电	9.72312703583
电报	308.793103448
电厂	559.6875
电车	471.315789474
电车站	1990.0
电池	215.78313253
电传	814.090909091
电磁	275.538461538
电磁辐射	1279.28571429
电话	11.9241011984
电话会议	1053.52941176
电价	995.0
电解铝	2985.0
电解质	814.090909091
电离层	2558.57142857
电力	74.625
电令	778.695652174
电门	4477.5
电脑	19.9443207127
电钮	3582.0
电瓶车	2985.0
电器	93.28125
电视	21.4491017964
电视大学	1492.5
电视机	184.639175258
电视剧	186.5625
电视塔	942.631578947
电视网	995.0
电梯	205.862068966
电网	746.25
电信	51.0256410256
电信业	344.423076923
电学	3582.0
电讯报	995.0
电讯社	1990.0
电影	32.6824817518
电源	288.870967742
电子	14.5373376623
电子版	1990.0
电子化	942.631578947
电子战	436.829268293
刁难	526.764705882
雕	235.657894737
雕刻	325.636363636
雕塑	221.111111111
雕像	471.315789474
吊	146.803278689
吊桥	1791.0
吊销	559.6875
掉	14.8877805486
调	22.1384425216
调查	10.5352941176
调查组	511.714285714
调动	71.64
调剂	122.671232877
调价	337.924528302
调节	50.308988764
调节剂	2985.0
调侃	319.821428571
调控	109.207317073
调理	407.045454545
调皮	663.333333333
调升	746.25
调试	365.510204082
调味	597.0
调味品	1377.69230769
调研	77.1982758621
调研员	1279.28571429
调养	1053.52941176
调阅	688.846153846
调匀	1119.375
调整	10.2990224267
调制解调器	1990.0
钓鱼	351.176470588
钓鱼岛	511.714285714
爹	852.857142857
跌	49.4751381215
跌幅	275.538461538
跌破	778.695652174
跌势	1990.0
叠翠	2558.57142857
叠加	497.5
谍报	1990.0
鳎	32.8623853211
丁	51.3180515759
丁海明	4477.5
丁磊	995.0
丁祥瑞	2238.75
盯	66.5799256506
钉鞋	2985.0
顶部	344.423076923
顶岗	2985.0
顶级	110.555555556
顶尖	184.639175258
顶棚	2238.75
顶替	365.510204082
顶头上司	663.333333333
顶住	331.666666667
鼎晖	2985.0
啶	1194.0
定点	252.253521127
定海神针	2238.75
定价	81.7808219178
定局	373.125
定理	559.6875
定期	47.76
定位	31.4210526316
定位球	778.695652174
定向	117.058823529
定向生	778.695652174
定向招生	1791.0
定型	263.382352941
定语	942.631578947
定制	279.84375
订	85.2857142857
订单	136.717557252
订购	172.211538462
订户	1492.5
订货	511.714285714
订立	337.924528302
东	21.7883211679
东巴	1791.0
东宝	3582.0
东北	59.8996655518
东北部	459.230769231
东北亚	559.6875
东部	52.9881656805
东城区	416.511627907
东道主	314.210526316
东方	36.1088709677
东方集团	3582.0
东风	235.657894737
东海	161.351351351
东汉	688.846153846
东航	559.6875
东华门	4477.5
东家	351.176470588
东京	51.9130434783
东经	852.857142857
东南部	577.741935484
东南亚	100.617977528
东森	852.857142857
东条英机	1279.28571429
东西	11.8061964403
东兴	1279.28571429
东亚	125.244755245
东芝	526.764705882
冬奥	3582.0
冬奥会	895.5
冬瓜	2238.75
冬季	149.25
懂	33.8563327032
懂得	49.4751381215
董	150.504201681
董方卓	1377.69230769
董事	60.303030303
董事长	43.0528846154
董事会	36.3286004057
董事局	617.586206897
冻结	271.363636364
动	21.5523465704
动笔	663.333333333
动词	436.829268293
动荡	194.673913043
动感	293.606557377
动工	373.125
动画	303.559322034
动机	100.617977528
动力	22.786259542
动脉	358.2
动脉血	3582.0
动脉硬化	577.741935484
动能	497.5
动手	121.836734694
动手术	1119.375
动武	597.0
动物	40.067114094
动物园	255.857142857
动向	139.921875
动议	814.090909091
动用	127.021276596
动员	103.526011561
动植物	617.586206897
洞	63.5106382979
洞窟	4477.5
硐	88.2266009852
兜	55.4489164087
都江堰	778.695652174
都江堰市	1990.0
都灵	542.727272727
都市	64.6570397112
抖	150.504201681
斗	73.7037037037
斗争	48.8010899183
斗志	194.673913043
斗智斗勇	1279.28571429
陡	196.813186813
陡峭	942.631578947
豆	112.641509434
豆腐	284.285714286
豆浆	746.25
豆类	559.6875
豆芽	1119.375
豆油	1628.18181818
豆制品	617.586206897
逗	119.4
逗留	337.924528302
督	136.717557252
毒	61.9723183391
毒刺	1990.0
毒副作用	942.631578947
毒理学	4477.5
毒死	716.4
毒素	255.857142857
毒物	1990.0
毒性	218.414634146
独裁	577.741935484
独当一面	778.695652174
独斗	1119.375
独家	63.5106382979
独具	639.642857143
独具特色	497.5
独立	17.874251497
独联体	942.631578947
独木桥	447.75
独善其身	1194.0
独生子女	436.829268293
独特	37.0041322314
读	16.7226890756
读法	3582.0
读卖新闻	1194.0
读取	2238.75
读书	48.8010899183
读者	18.0544354839
堵塞	229.615384615
睹	182.755102041
赌	144.435483871
妒	127.021276596
度过	78.8986784141
度假	94.7619047619
度假村	416.511627907
杜比	4477.5
杜尔科	1791.0
杜锋	2985.0
杜甫	1119.375
杜库雷	2985.0
杜坤勇	4477.5
杜鲁门	1194.0
杜奇华	3582.0
杜尚别	2985.0
杜威	1492.5
杜一力	895.5
杜伊斯	1628.18181818
杜伊斯堡	2558.57142857
杜震宇	746.25
渡	86.1057692308
渡轮	4477.5
肚	110.555555556
肚子	110.555555556
蠹	97.3369565217
端	25.6958393113
端口	1119.375
端午节	995.0
端阳节	4477.5
端正	288.870967742
短	14.1805225653
短波	3582.0
短程	459.230769231
短句	1990.0
短片	995.0
短期	30.8793103448
短途	484.054054054
短文	351.176470588
短语	577.741935484
断	25.8069164265
断代	778.695652174
段	8.53670162059
段落	407.045454545
段永基	1194.0
缎	199.0
腶	2238.75
锻炼	42.0422535211
堆	47.380952381
堆积	192.580645161
兑	119.4
兑付	1990.0
兑奖	1279.28571429
对比度	1492.5
对不起	170.571428571
对称	213.214285714
对冲	484.054054054
对待	35.1176470588
对敌	559.6875
对方	20.4452054795
对付	61.7586206897
对攻	852.857142857
对角	1791.0
对局	2985.0
对抗	44.2222222222
对抗赛	1194.0
对抗性	852.857142857
对口	255.857142857
对垒	995.0
对立	151.779661017
对面	145.609756098
对峙	381.063829787
对手	16.4917127072
对外	33.0442804428
对外开放	223.875
对象	21.578313253
对应	76.2127659574
对阵	112.641509434
对准	242.027027027
怼	94.2631578947
队	9.87865416437
队长	136.717557252
队名	1119.375
队伍	29.6033057851
队医	852.857142857
队友	80.3139013453
队员	26.2225475842
吨	30.7204116638
吨位	942.631578947
墩	298.5
敦促	351.176470588
敦豪	1492.5
敦煌	526.764705882
盾	235.657894737
顿	44.552238806
多半	151.779661017
多边	663.333333333
多彩	663.333333333
多发	995.0
多发病	852.857142857
多方	119.4
多功能	559.6875
多寡	814.090909091
多久	85.2857142857
多劳多得	5970.0
多么	58.1493506494
多媒体	112.641509434
多面手	1119.375
多瑙河	1377.69230769
多普达	2558.57142857
多数	29.0746753247
多弹头	1990.0
多特蒙	1791.0
多特蒙德	746.25
多头	639.642857143
多疑	814.090909091
多余	184.639175258
多种	26.5727002967
裰	100.617977528
夺	74.0082644628
夺得	67.5849056604
夺冠	79.6
夺魁	1194.0
夺取	121.013513514
夺权	995.0
躲	78.5526315789
躲避	180.909090909
锗	1119.375
堕落	293.606557377
舵	497.5
驮	99.5
婀	190.531914894
俄	43.7897310513
俄方	484.054054054
俄国	226.708860759
俄亥俄	1194.0
俄军	447.75
俄罗斯	26.4940828402
俄通社	3582.0
俄语	344.423076923
峨眉山	511.714285714
硪	146.803278689
额	63.2862190813
额度	170.571428571
额贺	2985.0
愕	64.8913043478
扼守	2238.75
饿	119.4
鹗	96.2903225806
恩波	2558.57142857
恩波利	416.511627907
儿	38.599137931
儿科	511.714285714
儿女	208.255813953
儿童	41.0779816514
儿子	41.6511627907
輀	2558.57142857
尔	27.3435114504
尔敏	4477.5
尔虞我诈	1119.375
耳	85.6937799043
耳鼻喉科	814.090909091
耳垂	1791.0
耳聋	1053.52941176
耳鸣	663.333333333
二：	82.9166666667
二百	344.423076923
二次大战	895.5
二级	60.303030303
二进制	2985.0
二来	597.0
二零零六年	2238.75
二六年	617.586206897
二炮	895.5
二期	213.214285714
二十	43.0528846154
二时	716.4
二战	123.517241379
二者	117.058823529
贰	39.2763157895
发	9.28941908714
发表	19.0329436769
发病	94.2631578947
发病率	130.729927007
发布	13.5887708649
发布会	57.0382165605
发车	617.586206897
发出	25.6958393113
发达	50.7365439093
发电	263.382352941
发动	49.6121883657
发动机	86.5217391304
发放	58.1493506494
发汗	4477.5
发行	43.6829268293
发行人	688.846153846
发红	542.727272727
发挥	14.4435483871
发货	526.764705882
发掘	120.201342282
发觉	259.565217391
发卡	746.25
发麻	995.0
发毛	1279.28571429
发霉	1492.5
发胖	617.586206897
发起	60.5067567568
发起人	663.333333333
发球	303.559322034
发热	288.870967742
发热量	5970.0
发散	688.846153846
发烧	215.78313253
发射	44.2222222222
发射场	1791.0
发射架	1279.28571429
发射器	484.054054054
发审委	688.846153846
发生	6.57972079353
发生率	263.382352941
发售	389.347826087
发送	98.9502762431
发现	5.09530583215
发型	398.0
发炎	373.125
发言	82.1559633028
发言权	267.313432836
发言人	47.5066312997
发痒	716.4
发音	344.423076923
发育	90.0
发育期	1377.69230769
发源地	337.924528302
发展	3.89178617992
发展观	162.818181818
发展前途	1053.52941176
发展商	778.695652174
发自	135.681818182
发作	154.396551724
乏力	226.708860759
乏味	226.708860759
伐	288.870967742
罚	27.6816074189
罚没	4477.5
罚球	337.924528302
法	12.5508058865
法案	303.559322034
法比亚诺	1279.28571429
法布雷加斯	2985.0
法定	82.534562212
法官	208.255813953
法规	37.2349272349
法国	22.9615384615
法国队	1990.0
法军	2238.75
法兰克福	263.382352941
法磊	1628.18181818
法理学	1791.0
法伦	1990.0
法律	14.8384424192
法人	132.666666667
法人股	242.027027027
法式	1377.69230769
法网	1119.375
法西斯	288.870967742
法新社	284.285714286
法学	145.609756098
法语	245.342465753
法则	172.211538462
法制	117.828947368
砝码	210.705882353
帆船	617.586206897
幡然	1791.0
番茄	746.25
翻番	331.666666667
翻译	66.0885608856
蕃茄	2558.57142857
凡	36.7008196721
凡事	175.588235294
凡是	87.7941176471
樊文建	2985.0
樊朝美	1990.0
烦恼	93.28125
烦躁	210.705882353
繁多	221.111111111
繁华	168.962264151
繁忙	149.25
繁荣	78.8986784141
繁殖	238.8
反	13.2274741507
反败为胜	852.857142857
反党	1628.18181818
反动	344.423076923
反动派	895.5
反对	24.5006839945
反对派	471.315789474
反对票	298.5
反复	33.2282003711
反感	127.928571429
反革命	365.510204082
反攻	267.313432836
反击	72.5101214575
反抗	139.921875
反叛	577.741935484
反扑	639.642857143
反潜	229.615384615
反潜机	577.741935484
反省	168.962264151
反思	74.9372384937
反弹	127.021276596
反问	407.045454545
反应	18.6951983299
反映	17.541625857
反右	995.0
反正	103.526011561
返	35.395256917
返程	542.727272727
返航	526.764705882
泛读	1791.0
泛舟	1119.375
犯	42.8468899522
犯规	164.311926606
犯罪	79.6
范	77.1982758621
范埃克塞尔	2558.57142857
范长国	2558.57142857
范登堡	1377.69230769
范甘迪	2558.57142857
范哈内亨	2558.57142857
范尼	852.857142857
范尼斯	2558.57142857
范围	8.53670162059
范文	663.333333333
范星	3582.0
范云军	2238.75
饭	37.4686192469
饭店	66.0885608856
饭后	308.793103448
饭局	1194.0
饭量	1990.0
饭前	942.631578947
饭钱	3582.0
饭碗	173.883495146
方案	13.5169811321
方便	27.7244582043
方程	814.090909091
方春祥	3582.0
方法	9.92793791574
方剂	4477.5
方面	4.31774349084
方面军	663.333333333
方平	5970.0
方式	5.60563380282
方位	279.84375
方位角	4477.5
方向	14.5020242915
方言	259.565217391
方药	1119.375
方针	82.534562212
方阵	995.0
方正	617.586206897
芳	116.298701299
芳芳	2558.57142857
芳香	365.510204082
房	32.1543985637
房产	161.351351351
房地产	44.6633416459
房地产业	407.045454545
房管	1791.0
房价	153.076923077
房间	59.1089108911
房舍	1119.375
房事	1377.69230769
房屋	89.1044776119
房源	1492.5
房子	43.156626506
房租	381.063829787
肪	111.9375
防	30.1515151515
防癌	814.090909091
防备	484.054054054
防病	639.642857143
防范	83.691588785
防腐剂	1053.52941176
防护	129.782608696
防化	2238.75
防火墙	559.6875
防空	84.8815165877
防空兵	1377.69230769
防区	778.695652174
防龋	2985.0
防晒霜	778.695652174
防守	58.338762215
防弹	1990.0
防卫	87.3658536585
防务	49.6121883657
防疫	1492.5
防御	44.0049140049
防止	31.0398613518
防治	69.9609375
鲂	84.8815165877
仿佛	65.3649635036
仿古	1492.5
仿真	275.538461538
仿真器	2558.57142857
仿制	365.510204082
纺织	213.214285714
纺织品	617.586206897
访华	337.924528302
访谈	47.5066312997
访问	45.8056265985
放	10.3049482163
放出	238.8
放大	80.6756756757
放贷	1990.0
放过	365.510204082
放缓	358.2
放火	852.857142857
放疗	303.559322034
放弃	20.2372881356
放射	298.5
放射科	1492.5
放射线	1377.69230769
放射性	365.510204082
放松	41.7482517483
放心	62.6223776224
放学	577.741935484
放置	179.1
妃	407.045454545
菲	120.201342282
菲尔	1119.375
菲尼克斯	459.230769231
非	9.49628844115
非常规	814.090909091
非传统	663.333333333
非典	245.342465753
非经营性	1279.28571429
非理性	407.045454545
非市场	1377.69230769
非智力	2985.0
非洲	89.55
非作战	1990.0
飞	17.541625857
飞过	484.054054054
飞行	32.9834254144
飞行器	373.125
飞行员	84.8815165877
飞机	19.7900552486
飞利浦	577.741935484
飞毛腿	1990.0
飞禽	4477.5
飞人	617.586206897
飞弹	1053.52941176
飞往	192.580645161
飞越	688.846153846
飞跃	252.253521127
肥	68.358778626
肥大	639.642857143
肥美	1053.52941176
肥胖	151.779661017
肥胖症	1279.28571429
肥肉	542.727272727
腓	617.586206897
匪	117.828947368
榧	186.5625
废	81.4090909091
废除	173.883495146
废物	351.176470588
沸水	852.857142857
狒狒	4477.5
砩	125.244755245
肺	77.1982758621
肺癌	337.924528302
肺部	337.924528302
肺结核	639.642857143
肺泡	2558.57142857
肺气肿	2558.57142857
肺心病	2985.0
肺炎	365.510204082
肺脏	2985.0
费	21.4234449761
费城	746.25
费德勒	1492.5
费尔普斯	5970.0
费心	1119.375
费用	16.222826087
分	6.01814516129
分泌	97.3369565217
分泌物	298.5
分辨率	358.2
分别	10.585106383
分布式	1492.5
分词	1791.0
分担	155.739130435
分队	245.342465753
分封	995.0
分公司	63.2862190813
分行	221.111111111
分红	196.813186813
分化	120.201342282
分解	123.517241379
分类	73.7037037037
分裂	111.242236025
分娩	308.793103448
分内	1194.0
分配	35.395256917
分歧	104.127906977
分清	526.764705882
分手	164.311926606
分数	50.1680672269
分数线	96.2903225806
分为	33.5393258427
分析	7.18123496391
分析家	196.813186813
分享	48.6684782609
分销	319.821428571
分校	284.285714286
分钟	12.4634655532
分子	56.320754717
吩	155.739130435
吩咐	426.428571429
棻	852.857142857
氛	215.78313253
氛围	53.4626865672
纷	135.681818182
芬	81.7808219178
芬利	1791.0
酚	162.818181818
坟墓	471.315789474
汾酒	358.2
焚	639.642857143
焚烧	597.0
粉	117.058823529
粉尘	1377.69230769
粉刺	1053.52941176
粉红	778.695652174
粉碎	319.821428571
份	9.02267002519
份额	44.3316831683
奋斗	82.9166666667
奋力	259.565217391
愤	471.315789474
粪便	617.586206897
丰盛	416.511627907
丰富	15.2037351443
丰富多彩	180.909090909
丰厚	100.617977528
丰茂	4477.5
丰原	1791.0
封	32.1543985637
封顶	1628.18181818
封建	172.211538462
封杀	436.829268293
封锁	155.739130435
封装	895.5
峰奇	4477.5
犎	1279.28571429
疯狂	51.0256410256
疯牛病	3582.0
蜂胶	3582.0
蜂蜜	358.2
蜂王浆	3582.0
锋线	238.8
风	24.875
风采	213.214285714
风驰电掣	1119.375
风洞	1119.375
风格	41.267281106
风光	69.4186046512
风光旖旎	2985.0
风寒	942.631578947
风化	995.0
风景	72.8048780488
风景区	194.673913043
风流	288.870967742
风貌	192.580645161
风情	92.3195876289
风扇	852.857142857
风湿	559.6875
风俗	215.78313253
风速	1053.52941176
风土人情	852.857142857
风味	149.25
风味菜	2985.0
风险	12.9407514451
冯晓芳	1628.18181818
冯志军	4477.5
缝	298.5
缝合	1053.52941176
凤凰山	4477.5
凤毛麟角	559.6875
奉	110.555555556
奉承	1377.69230769
奉行	267.313432836
奉命	331.666666667
佛	146.803278689
佛国	1791.0
佛教	229.615384615
佛罗伦	511.714285714
佛罗伦萨	663.333333333
佛寺	895.5
佛塔	1791.0
佛像	1377.69230769
否定	67.8409090909
否决	184.639175258
夫	47.5066312997
夫妻	76.2127659574
夫人	97.3369565217
敷	279.84375
敷衍	778.695652174
柎	2238.75
紨	44.0049140049
肤	229.615384615
肤色	337.924528302
趺	161.351351351
伏案	1119.375
伏尔加	1791.0
伏击	746.25
伏特	1053.52941176
俘	1119.375
俘虏	308.793103448
幅	57.0382165605
幅度	37.2349272349
弗格森	398.0
弗吉尼亚	1053.52941176
弗吉尼亚州	1194.0
弗拉基米尔	1279.28571429
弗拉季米尔	1119.375
弗兰	2985.0
扶	141.023622047
扶持	137.769230769
服	49.75
服从	75.5696202532
服饰	150.504201681
服务	7.57614213198
服务器	132.666666667
服务网	2238.75
服务业	165.833333333
服务员	232.597402597
服药	255.857142857
服役	83.691588785
服用	86.5217391304
服装	58.5294117647
服装店	1119.375
氟	447.75
浮	55.2777777778
浮尘	1377.69230769
浮雕	597.0
浮肿	542.727272727
福	46.0411311054
福地	716.4
福建	86.1057692308
福建省	267.313432836
福井俊彦	3582.0
福拉	1053.52941176
福拉多	398.0
福利	68.358778626
福田	1053.52941176
福卫	1791.0
符	351.176470588
符合	15.546875
蚨	89.1044776119
辐射	122.671232877
俯冲	688.846153846
俯瞰	542.727272727
府	132.666666667
抚	337.924528302
斧	373.125
腐败	76.2127659574
腐化	814.090909091
腐朽	389.347826087
辅导	98.9502762431
辅导班	242.027027027
辅导员	814.090909091
辅料	1377.69230769
辅修	3582.0
辅助	88.6633663366
付出	39.3626373626
付费	175.588235294
付海峰	331.666666667
傅	85.6937799043
傅双琪	4477.5
副	7.676810973
副词	1628.18181818
副油箱	1628.18181818
副作用	158.495575221
复	41.943793911
复查	167.38317757
复仇	279.84375
复出	263.382352941
复旦	94.2631578947
复读	814.090909091
复发	213.214285714
复方	484.054054054
复合材料	895.5
复合句	3582.0
复合型	337.924528302
复活节	716.4
复建	1492.5
复权	1492.5
复试	242.027027027
复数	1377.69230769
复苏	203.522727273
复习	59.7
复兴	188.526315789
复印	267.313432836
复印机	1194.0
复印件	175.588235294
复用	1377.69230769
复杂	21.3468414779
复诊	3582.0
复制	72.8048780488
妇	138.837209302
妇产科	365.510204082
妇产医院	3582.0
妇科	190.531914894
妇科病	1119.375
妇女	42.9496402878
妇人	688.846153846
妇幼	1377.69230769
富	36.9278350515
富贵	471.315789474
富含	218.414634146
富集	4477.5
富矿	1194.0
富人	203.522727273
富士通	1990.0
富泰	2558.57142857
富翁	275.538461538
父	70.790513834
父母	26.7713004484
父亲	45.2272727273
父子	259.565217391
腹	79.9553571429
腹部	143.28
腹膜	1791.0
腹腔	716.4
腹腔镜	2985.0
腹水	1628.18181818
腹痛	416.511627907
腹泻	201.235955056
腹胀	426.428571429
覆	150.504201681
覆盖	49.0684931507
负	22.9028132992
负担	37.2349272349
负于	381.063829787
负责	13.9052795031
负责人	15.4796888505
负债	279.84375
赋	96.8108108108
赴	33.7288135593
附	49.8885793872
附加费	778.695652174
附件	157.105263158
附近	22.5
附属	126.126760563
附则	577.741935484
附着	663.333333333
鲋	100.055865922
伽	426.428571429
该报	447.75
该病	895.5
该部	526.764705882
该车	1492.5
该国	229.615384615
该行	267.313432836
该机	168.962264151
该省	484.054054054
该书	284.285714286
该团	559.6875
该校	109.207317073
该院	194.673913043
改	13.2079646018
改编	337.924528302
改变	11.1867582761
改错	778.695652174
改革	16.0627802691
改观	293.606557377
改建	381.063829787
改进	37.7052631579
改善	26.9323308271
改写	208.255813953
改型	663.333333333
改造	39.0196078431
改正	245.342465753
改装	138.837209302
概况	165.833333333
概括	108.545454545
概览	1053.52941176
概论	436.829268293
概率论	2238.75
概念	23.0798969072
盖	33.2282003711
盖茨	416.511627907
盖德	459.230769231
盖尔森基	3582.0
盖尔森基兴	2985.0
盖碗茶	3582.0
盖章	298.5
钙	109.877300613
钙化	1990.0
尴尬	52.5219941349
干	14.4902912621
干巴	2985.0
干部	37.9449152542
干脆	67.5849056604
干粉	2558.57142857
干咳	1990.0
干活	210.705882353
干净	65.1272727273
干净利落	663.333333333
干劲	542.727272727
干练	559.6875
干裂	1628.18181818
干吗	398.0
干扰	63.0633802817
干扰素	2985.0
干涩	617.586206897
干什么	319.821428571
干爽	1628.18181818
干细胞	852.857142857
干线	497.5
干眼症	1492.5
干预	134.661654135
干燥	114.807692308
杆菌	895.5
柑橘	1194.0
甘苦	1279.28571429
甘青宁	2558.57142857
甘薯	4477.5
甘肃	155.739130435
甘油	995.0
肝	78.5526315789
肝癌	398.0
肝病	436.829268293
肝胆	1492.5
肝胆相照	4477.5
肝功能	459.230769231
肝气	1990.0
肝炎	245.342465753
肝硬变	4477.5
肝硬化	526.764705882
肝脏	158.495575221
感	17.0896946565
感触	263.382352941
感到	12.2587268994
感动	67.3308270677
感激不尽	1791.0
感觉	10.6607142857
感慨万分	3582.0
感冒	98.4065934066
感冒药	1279.28571429
感情	31.0398613518
感染	42.8468899522
感染者	511.714285714
感受	20.8255813953
感悟	184.639175258
感想	314.210526316
感谢	46.8848167539
感谢信	2558.57142857
感言	526.764705882
橄榄油	895.5
